sampler,model,num_categories,shape,ESS,ESS_M-H,ESS_T,ESS_EE,Time,batch_size,chain_length,ess_ratio
a_dlmc(sqrt),categorical,4,"(2000,)",49585.95,0.99171895,4963.57,0.24792974,9.98997688293457,100,100000,0.5
