sampler,model,num_categories,shape,ESS,ESS_M-H,ESS_T,ESS_EE,Time,batch_size,chain_length,ess_ratio
a_dlmcf(sqrt),ising,2,"(50, 50)",1.0,2e-05,0.017996132,5e-06,55.5674934387207,100,100000,0.5
