sampler,model,num_categories,shape,ESS,ESS_M-H,ESS_T,ESS_EE,Time,batch_size,chain_length,ess_ratio
a_path_auxiliary(ratio),categorical,4,"(2000,)",2968.558,0.059371162,168.90349,0.014842791,17.57547092437744,100,100000,0.5
