sampler,model,num_categories,shape,ESS,ESS_M-H,ESS_T,ESS_EE,Time,batch_size,chain_length,ess_ratio
a_dmala(ratio),ising,2,"(50, 50)",1.0,2e-05,0.017772986,5e-06,56.26516652107239,100,100000,0.5
